client_id,client_name,account_track,region,lob,offering,source,industry,master_client_id
1315,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
2041,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
1527,TTEC,TTEC-TTEC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,28
1022,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
1547,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
1453,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
30,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
717,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
1040,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
647,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
1972,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
1383,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
1937,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
968,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
1193,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
1021,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
142,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
247,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
59,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
1852,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
274,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
978,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
503,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
608,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
590,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
2,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
742,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
2024,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
602,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
313,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1322,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1240,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
513,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
186,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1953,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
1919,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
765,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1076,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
23,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
1833,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
705,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
14,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
426,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
1907,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
735,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
730,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1360,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
2012,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
1319,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
248,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
71,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
306,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1344,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1202,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
1356,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
758,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1232,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
1808,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1803,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1192,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
1860,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
290,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
947,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
1978,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
1258,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
2034,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
1324,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1483,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
1153,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
529,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
1393,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
601,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
1347,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
746,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
641,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
1943,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
1555,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
211,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
515,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
1471,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
500,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
1410,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
391,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
42,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
1089,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
488,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
1923,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
1374,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
1309,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1957,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
1355,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
1845,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
369,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1027,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
1594,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
941,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
1792,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
319,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
20,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
791,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
987,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
166,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1848,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
1726,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1070,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
1325,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
852,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
1362,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
1335,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1588,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
1579,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
1885,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
1906,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
1330,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1654,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
551,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
1029,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
1777,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
687,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
692,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
1674,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1950,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
879,London Stock Exchange Group,London Stock Exchange Group,India,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,16
325,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1718,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1271,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
505,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
1109,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
1463,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
670,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
2039,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
395,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
576,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
1154,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
1900,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
1637,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
635,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
1168,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
636,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
121,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
805,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
1458,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
898,London Stock Exchange Group,London Stock Exchange Group,India,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,16
1719,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
733,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1428,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
52,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
1213,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
344,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1394,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
1373,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
620,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
755,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1397,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
1656,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
809,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
413,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
834,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
533,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
1717,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
1273,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
703,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
1775,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1590,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
2057,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
625,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
428,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
1681,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
1081,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
466,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
1944,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
385,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
711,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
1788,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1229,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
1979,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
1914,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
617,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
1963,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
2032,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
1125,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
431,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
182,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1296,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
376,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
2052,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
1960,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
157,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
1951,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
1159,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
1940,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
1807,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1526,TTEC,TTEC-TTEC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,28
1512,TTEC,TTEC-TTEC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,28
1227,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
729,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
657,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
652,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
1460,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
1994,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
665,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
44,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
544,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
453,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
291,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1734,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1054,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
1326,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1175,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
46,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
1269,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
348,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1623,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1409,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
1379,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
1019,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
100,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1532,TTEC,TTEC-TTEC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,28
1004,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
890,London Stock Exchange Group,London Stock Exchange Group,India,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,16
398,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
461,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
1457,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
768,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1256,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
1941,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
583,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
963,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
1148,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
350,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1320,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
906,London Stock Exchange Group,London Stock Exchange Group,India,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,16
124,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1786,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1073,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
183,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
712,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
637,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
358,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1020,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
1114,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
1724,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
1418,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
103,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
1798,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
200,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
1312,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
814,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
1735,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1028,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
1015,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
